"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0048545","GO:0048545","response to steroid hormone","74/2655","343/18860",0.215743440233236,1.53255038900144,4.02892820393447,9.33466214655922e-05,0.00156173412997065,0.0011402481317817,"MDK/CRY2/SLIT2/CBX3/CAV1/ABCA3/IGFBP2/ATP1A2/PCNA/CALCOCO1/HMGA2/KLF9/TFAP4/YWHAH/NR3C2/SCGB2A1/JAK2/TCF21/ESR1/NR4A3/KANK2/CALM3/ASS1/CAD/SKP2/FKBP4/FOSB/COL1A1/PCK1/PHB2/LBH/HMGB2/SCGB1A1/ZFP36/IL6/SLIT3/MAP2K1/PER1/DAB2/FOS/SPP1/HSD11B2/EDN1/PTPRC/FBXO32/S100B/DUSP1/HEYL/SGK1/FAM107A/DSG2/CYBB/UCP2/REST/ABCA2/NPC1/BMP6/CLDN4/AQP1/PRKCA/THBS1/PAQR8/LMO3/ADTRP/AKR1C3/CDO1/SFRP1/SCNN1B/PADI2/HCN2/NTRK3/SCNN1G/ATP1A3/GKN2",74
"GO:0120161","GO:0120161","regulation of cold-induced thermogenesis","39/2655","151/18860",0.258278145695364,1.83469899352714,4.16831135332592,9.34823107807535e-05,0.00156173412997065,0.0011402481317817,"ADRB1/ADRB2/CAV1/EPAS1/FLCN/TRPV2/ACADL/PLCL2/YBX2/SCD/DYNC1H1/APC/JAK2/LGR4/RHEB/ABHD6/THRA/NOVA2/MFAP2/HSF1/FABP4/TLR4/LCN2/NPR3/CD36/LAMA4/ALDH1A1/OVOL2/HOXC10/SFXN5/QKI/CMKLR1/CEBPB/UCP2/ACSL1/LEPR/PTH2R/OXTR/CCR2",39
"GO:0003209","GO:0003209","cardiac atrium morphogenesis","13/2655","30/18860",0.433333333333333,3.0782172002511,4.6109825381913,9.45155699209006e-05,0.00157475135045629,0.00114975222153354,"HEG1/SOX4/BMPR2/ENG/SMO/DLL4/BMP2/TBX5/GJA5/HEY2/WNT2/ZFPM1/MESP1",13
"GO:2001212","GO:2001212","regulation of vasculogenesis","9/2655","16/18860",0.5625,3.99576271186441,4.85230319302671,9.58161618986975e-05,0.00158809113863174,0.00115949182333484,"RAMP2/RAPGEF2/CD34/EMP2/TMEM100/RTN4/KDR/HEY2/CEACAM1",9
"GO:0050708","GO:0050708","regulation of protein secretion","63/2655","281/18860",0.224199288256228,1.59261716629471,4.0511963747468,9.58286682556099e-05,0.00158809113863174,0.00115949182333484,"PRKCE/SOX4/NMU/PRKCB/ANKRD1/APBB1/SIDT2/HMGCR/ADORA2A/PPP3CB/CYP51A1/RAPGEF4/RBP4/PPIA/JAK2/ABCG1/MYH10/ITPR1/TLR4/ALOX5/IL1B/RAP1GDS1/IL6/P2RX7/GNAI1/PFKFB2/FRMD4A/BAIAP3/KCNN4/CD33/MYO18A/ACSL4/GNAO1/ABAT/INHBB/ADRA2C/C2CD2L/CDK16/GJA5/F2RL1/UCP2/REST/RAB11FIP1/GNAZ/ADAM8/PPARG/SLC9B2/OXCT1/SLC25A22/ADCY5/BMP6/DRD4/PLA2G1B/PRKCA/TLR2/VSNL1/ADTRP/FGB/HCAR2/STX1A/GPR27/FOXA2/SNAP25",63
"GO:1903035","GO:1903035","negative regulation of response to wounding","29/2655","101/18860",0.287128712871287,2.03964125226082,4.24039607800377,9.83490189683519e-05,0.00162551258550892,0.0011868138457402,"MDK/THBD/WFDC1/IL33/ANGPT1/PDGFB/MMRN1/RTN4RL1/CLASP2/SH2B3/INPP5F/ALOX5/CPB2/UBASH3B/SPP1/EDN1/EPPK1/DSG2/PROS1/PLAT/EPHA4/PLAU/THBS1/PHLDB2/ADTRP/FGF2/FGB/CEACAM1/APOH",29
"GO:0051494","GO:0051494","negative regulation of cytoskeleton organization","42/2655","167/18860",0.251497005988024,1.78652863763997,4.13238092183873,9.87604593402431e-05,0.0016279716143373,0.00118860922369458,"TPX2/KANK3/SPTBN1/S1PR1/SLIT2/CDH5/CGNL1/TWF1/ADD1/SHANK3/INPP5K/DLC1/RHPN2/MYADM/SPTAN1/SSH2/WDR47/MID1IP1/LMOD1/CKAP2/PIK3R1/TMOD2/APC/PLEKHH2/SNCA/GMFG/CLASP2/KANK2/FKBP4/TUBB4A/KAT2B/VIL1/FGF13/CCNF/RAB40B/MAP1B/PHLDB2/CLIP3/CORO2B/MAP2/MAP6D1/CTNNA2",42
"GO:0048706","GO:0048706","embryonic skeletal system development","36/2655","136/18860",0.264705882352941,1.88035892323031,4.17058506616784,9.96990674245057e-05,0.00163908440291004,0.00119672285594849,"NDST1/HOXC4/HOXD4/TAPT1/SIX4/TFAP2A/RBP4/HOXD3/HOXB7/HOXB8/TGFBR2/HOXB2/SIX1/COL1A1/HOXD9/LHX1/EDNRA/DLX3/TBX15/HOXB3/SULF1/SIX2/TWIST1/ZEB1/HOXB4/MYCN/COL11A1/OSR1/BMP7/HOXD1/MDFI/HOXA5/WNT11/HYAL1/OSR2/HOXB6",36
"GO:0061384","GO:0061384","heart trabecula morphogenesis","14/2655","34/18860",0.411764705882353,2.92500276946937,4.54735505790898,0.000100282756597025,0.0016422815987173,0.00119905718192383,"TEK/S1PR1/HEG1/ENG/RBP4/FHL2/TGFBR3/DLL4/OVOL2/ADAMTS1/HEY2/CHD7/BMP7/BMP5",14
"GO:0050727","GO:0050727","regulation of inflammatory response","94/2655","460/18860",0.204347826086957,1.45160075329567,3.96909722502083,0.000100423479495621,0.0016422815987173,0.00119905718192383,"MDK/TEK/AGER/PDE2A/CDH5/PBK/FOXF1/SLC39A8/SIRPA/BCL6B/STAT5B/KLF4/SPN/ADORA2A/PTGER4/CYLD/WFDC1/LDLR/FGR/IL33/APOA1/ETS1/GPR4/SELE/CX3CL1/JAK2/EDNRB/SNCA/LRRK2/FANCD2/ESR1/CAMK2N1/FABP4/MAPK1/TLR4/DUOXA1/ALOX5/IL16/MIR223/IL1RL1/S100A12/HLA-E/IL1B/HCK/SCGB1A1/FPR2/ZP3/IL6ST/CLEC12A/SMPDL3B/IL6/PTGES/LILRA5/MAP3K8/USP18/BTK/TRIM45/TYRO3/DNASE1L3/SOCS3/ALOX15/PTGIS/PTPRC/SYT11/ACP5/NFKBIA/DSG2/CEBPB/NCF1/TNFAIP3/TNFAIP8L2/NFKBIZ/TNFRSF1B/ADAM8/PPARG/PLCG2/AIM2/CASP1/LPL/IL10RA/NLRP1/MGLL/DAGLA/AOAH/CCR1/NKG7/TLR2/LGALS2/MMP9/CST7/CCL24/NT5E/NLRP2/CCR2",94
"GO:0051250","GO:0051250","negative regulation of lymphocyte activation","45/2655","183/18860",0.245901639344262,1.74678151338335,4.10896667658435,0.000100877041963265,0.00164295276058433,0.00119954720839524,"MDK/CDKN2A/DAPL1/HMGB3/SPN/ADORA2A/VTCN1/IL4I1/DUSP3/FGR/SFTPD/SMAD7/SCRIB/PRNP/CD69/LRRC32/CTSG/HLX/HLA-E/SCGB1A1/SOCS1/CLEC12A/RASSF5/MNDA/YWHAG/BTK/CD37/INHA/TYRO3/LST1/VSIG4/CEBPB/TNFAIP3/TNFAIP8L2/FGL1/GAL/TYROBP/LILRB2/BANK1/LAPTM5/SFRP1/DTX1/FOXJ1/CD274/PDCD1LG2",45
"GO:0034767","GO:0034767","positive regulation of monoatomic ion transmembrane transport","35/2655","131/18860",0.267175572519084,1.89790256034272,4.17421330689399,0.000101116342227123,0.00164295276058433,0.00119954720839524,"CAV1/AMIGO1/PPP3CB/HTT/CX3CL1/SNCA/PPP3CA/P2RY6/FHL1/LCN2/BAK1/STAC/P2RX7/PPP3R1/ANO6/COX17/SCN1B/EDNRA/KCNN4/EDN1/FGF13/HEPH/CD4/FXYD6/GAL/PLA2G1B/CTSS/FXYD1/ATP1B2/CAPN3/TRPC6/CXCL10/TESC/FXYD4/FXYD7",35
"GO:0051124","GO:0051124","synaptic assembly at neuromuscular junction","8/2655","13/18860",0.615384615384615,4.37143271041576,4.921892594278,0.000101259753879189,0.00164295276058433,0.00119954720839524,"MYCBP2/SIX4/PDZD11/SIX1/LIN7B/AGRN/LRP4/KCNJ8",8
"GO:0071621","GO:0071621","granulocyte chemotaxis","33/2655","121/18860",0.272727272727273,1.93733949666153,4.18681211436723,0.000102609343524188,0.00166050316230526,0.00121236104936233,"MDK/SLIT2/DAPK2/PPIA/CX3CL1/EDN2/PREX1/MAPK1/MIR223/MPP1/PIP5K1C/S100A12/IL1B/CXCL3/JAM3/IL34/C5AR1/NCKAP1L/EDN1/PPBP/CMKLR1/PDE4B/CAMK1D/PLA2G1B/THBS1/PERP/CXCL10/CCL28/SCG2/RAC2/CCL24/CCL21/CXCL13",33
"GO:0048863","GO:0048863","stem cell differentiation","60/2655","265/18860",0.226415094339623,1.60835731798316,4.03692478194359,0.000104010745224715,0.00167879843464266,0.00122571873278796,"SEMA3G/EZH2/BMPR2/MEF2C/HOXD4/ZEB2/HMGA2/SEMA6B/A2M/TAPT1/WNT10A/ACE/SEMA5A/SEMA5B/TGFBR2/TBX3/EDNRB/PRICKLE1/TFAP2C/NRTN/PUS7/SH2B3/ESR1/FOXO4/METTL5/RPS7/MTA3/MAPK1/SIX1/SOX17/GPM6A/SMO/LBH/HES1/SEMA4B/SLC4A11/OVOL2/EPCAM/MTA1/EDNRA/LAMA5/SMAD9/EDN1/TBX5/RADIL/PTPRC/TP53/REST/SEMA6A/TWIST1/HOXB4/OSR1/BMP7/SEMA3A/FGF2/MSX1/SFRP1/SEMA4D/MEOX1/GREM1",60
"GO:0032496","GO:0032496","response to lipopolysaccharide","75/2655","350/18860",0.214285714285714,1.52219531880549,3.991451553592,0.000105518478438516,0.00169685714897988,0.00123890370127282,"SASH1/PRKCE/THBD/SIRPA/ANKRD1/MEF2C/E2F1/CDK4/PTGIR/SELE/SELP/CX3CL1/EPHB2/JAK2/EDNRB/CSF3/SNCA/ASS1/HSF1/MAPK1/CTSG/TLR4/MIR223/NQO1/LCN2/CD36/HMGB2/IL1B/HCK/SCGB1A1/PLSCR4/ZFP36/IL6/P2RX7/SPI1/BTK/MRC1/IRF8/NR4A1/CD68/FOS/CSF2RB/EDN1/PPBP/SCIMP/CARD16/PTAFR/ACP5/NFKBIA/LOXL1/CEBPB/CX3CR1/TNFAIP3/SLC11A1/NFKBIZ/TNFRSF1B/PLCG2/PDE4B/CASP1/BMP6/IL10RA/PRKCA/IRAK3/TLR2/LY86/LILRB2/KCNJ8/MMP9/CXCL10/CCL28/CD6/CD274/PDCD1LG2/HPGD/CXCL13",75
"GO:0030041","GO:0030041","actin filament polymerization","40/2655","157/18860",0.254777070063694,1.80982882915302,4.12434035643846,0.000105677131253023,0.00169685714897988,0.00123890370127282,"KANK3/PRKCE/SPTBN1/SLIT2/PTK2B/TWF1/ADD1/ESAM/MYADM/SPTAN1/EVL/SSH2/LMOD1/DAAM2/CDC42EP2/TMOD2/JAK2/CSF3/PREX1/WASF3/CYFIP2/KANK2/COBL/HCK/CDC42EP5/FHDC1/RHOD/NCKAP1L/PLEKHG2/ARHGAP18/ALOX15/VIL1/BAIAP2L1/FAM107A/HCLS1/BAIAP2L2/BIN1/CCL24/CCL21/WASF1",40
"GO:1903706","GO:1903706","regulation of hemopoiesis","91/2655","443/18860",0.205417607223476,1.45920002720707,3.95878029121394,0.000105987269858518,0.00169743953122247,0.00123932890825995,"MDK/AGER/CD83/CDKN2A/SOX4/PTK2B/KLF13/CD101/MEF2C/SOX12/PRKCZ/ACTL6A/STAT5B/SLC46A2/HMGB3/SMARCA2/IL4I1/CYLD/PRELID1/ETS1/PIK3R1/HOXB8/TGFBR2/FBXW7/MITF/CSF3/SMAD7/IL7R/PPP3CA/PIAS3/FANCD2/HSF1/CD69/TLR4/IL17D/MIR223/HLX/GATA2/PCK1/ZBTB16/HMGB2/NEDD9/SOCS1/CLEC12A/IL34/ZFP36/IRF7/SPI1/GLUL/UBASH3B/BTK/ISG15/RARG/NFAM1/INHA/FOS/NCKAP1L/LILRB3/EVI2B/PTPRC/RASSF2/NFKBIA/EGR3/QKI/RASGRP1/CEBPB/NFKBIZ/ADAM8/CD4/MEIS1/SLC9B2/LEF1/SASH3/ZEB1/ITPKB/ZFPM1/PRKCA/TYROBP/CCR1/HCLS1/LILRB2/HOXA5/CLDN18/TESC/FSTL3/HLA-DRA/SFRP1/CEACAM1/DTX1/FOXJ1/CCR2",91
"GO:0050890","GO:0050890","cognition","72/2655","333/18860",0.216216216216216,1.53590879014608,3.99371915977645,0.000107309570566587,0.00171418741848378,0.00125155682003732,"MDK/AGER/NRGN/RASGRF1/SHROOM4/KLK8/SHANK3/SLC6A4/ATP1A2/MEF2C/PDE1B/HMGCR/SYNJ1/PJA2/NDRG4/PAFAH1B1/PPP3CB/LDLR/HTT/MGAT3/ITGA8/SLC1A1/STRA6/TMOD2/EPHB2/MAP1A/GRIA1/CLN8/ATP8A1/PRNP/CLDN5/THRA/RCAN2/CAMK2N1/MAPK1/MFSD2A/RP9/LCN2/NEDD9/DLG4/KAT2B/ROGDI/C5AR1/FOS/BTG2/TPBG/EPM2A/BTBD9/SYT11/FGF13/S100B/NLGN3/SGK1/FAM107A/CEBPB/CHD7/MME/PRKAR1B/BRSK1/PRKCA/GABRB3/NTRK2/TLR2/LILRB2/B3GAT1/HLA-DRA/SOBP/NPTX2/CHL1/SNAP25/PLN/LRRN4",72
"GO:0010543","GO:0010543","regulation of platelet activation","19/2655","55/18860",0.345454545454545,2.45396336243794,4.37084307347032,0.00010789570418657,0.00171911972891609,0.0012551579821352,"PEAR1/THBD/SVEP1/GNAQ/PDGFB/MMRN1/SELP/JAK2/SH2B3/CTSG/TLR4/IL6ST/IL6/UBASH3B/EMILIN2/PRKCA/PLEK/PLA2G4A/CEACAM1",19
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","11/2655","23/18860",0.478260869565217,3.39736346516008,4.65649356339777,0.000110706271060472,0.00175487843486652,0.00128126600966206,"CCNB1/BIRC5/AURKB/CDCA8/MAD2L1/NDC80/SKA3/SKA1/XRCC3/PRAP1/DUSP1",11
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","11/2655","23/18860",0.478260869565217,3.39736346516008,4.65649356339777,0.000110706271060472,0.00175487843486652,0.00128126600966206,"CCNB1/BIRC5/AURKB/CDCA8/MAD2L1/NDC80/SKA3/SKA1/XRCC3/PRAP1/DUSP1",11
"GO:0050772","GO:0050772","positive regulation of axonogenesis","24/2655","78/18860",0.307692307692308,2.18571635520788,4.24741081833098,0.00011797724155924,0.00186061817604114,0.00135846835801037,"CRABP2/SLIT2/MACF1/BMPR2/TRPV2/AMIGO1/ZEB2/PAFAH1B1/SEMA5A/WNT3A/RUFY3/CHODL/ROBO2/MAP2K1/LPAR3/PLXNC1/TNFRSF12A/GDI1/NTRK2/MAP1B/MAP6/CXCL12/SEMA4D/NTRK3",24
"GO:0072088","GO:0072088","nephron epithelium morphogenesis","24/2655","78/18860",0.307692307692308,2.18571635520788,4.24741081833098,0.00011797724155924,0.00186061817604114,0.00135846835801037,"PAX8/SIX4/HOXB7/WT1/LGR4/TCF21/SIX1/SMO/NPNT/HES1/WNT6/BMP2/LHX1/AGTR2/LAMA5/FGF1/SIX2/DCHS1/OSR1/WNT11/FGF2/GPC3/IRX2/GREM1",24
"GO:0035904","GO:0035904","aorta development","22/2655","69/18860",0.318840579710145,2.26490897677338,4.26065087718159,0.000125163444445609,0.00196894169714184,0.00143755716716985,"PDE2A/SOX4/NDST1/ACVRL1/ENG/LRP1/TGFBR2/MYH10/PRICKLE1/FKBP10/SIX1/MYLK/HES1/DLL4/ROBO2/EDNRA/EGR2/LOXL1/HEY2/CHD7/PDGFRB/LRP2",22
"GO:0051336","GO:0051336","regulation of hydrolase activity","46/2655","190/18860",0.242105263157895,1.71981365843989,4.03637771638708,0.000126157985740792,0.00197184568038378,0.00143967741376163,"RASGRP2/EZH2/ECT2/RAPGEF2/ARHGAP44/DOCK9/MBP/PRELID1/RCC2/RASIP1/ARHGAP11A/GAPDH/PROM2/SCRIB/LRRK2/FGD5/ABR/PSENEN/FGD3/DOCK11/TBC1D7/BMP2/LRCH1/RGS10/EPHB3/NET1/AGRN/DOCK8/FGD2/RCN3/DOCK10/EPM2A/FGFR3/ARHGEF16/F2RL1/RASGRP1/EVI5L/TIMP1/PRSS22/TBC1D2/ADAP1/EPHA4/NTRK2/NGEF/TGM2/SEMA4D",46
"GO:0009612","GO:0009612","response to mechanical stimulus","53/2655","228/18860",0.232456140350877,1.65127036045859,4.00466391745757,0.000126389764069675,0.00197184568038378,0.00143967741376163,"MDK/TEK/CCNB1/PDE2A/SHANK3/PECAM1/IGFBP2/ATP1A2/ANKRD1/PTGER4/SLC2A1/GAB1/CHEK1/HTT/STRA6/SLC8A1/MAP2K4/TLR4/FOSB/CLCN6/COL1A1/HABP4/RETN/IL1B/BAK1/P2RX7/TLR8/FOS/BTG2/JUP/PSPH/EDN1/DDR2/NFKBIA/CHI3L1/ITGAM/REST/CASP1/BMP6/MAG/COL11A1/AQP1/PRKCA/THBS1/MAP1B/CXCL10/CXCL12/WNT11/ETV1/FGF2/SLC1A3/HPN/SCEL",53
"GO:1902930","GO:1902930","regulation of alcohol biosynthetic process","20/2655","60/18860",0.333333333333333,2.36785938480854,4.29541599779574,0.000126433467384282,0.00197184568038378,0.00143967741376163,"INSIG1/GPR146/PTH1R/ABCG1/SNCA/SREBF2/DKK3/P2RY6/MAPK1/PCK1/BMP2/GNAI1/DAB2/FGF1/QKI/REST/BMP6/CLCN2/PLEK/BMP5",20
"GO:0046165","GO:0046165","alcohol biosynthetic process","39/2655","153/18860",0.254901960784314,1.8107160001477,4.07548652766361,0.000126620616455751,0.00197184568038378,0.00143967741376163,"INSIG1/GPR146/PTH1R/ISYNA1/HMGCR/MSMO1/HMGCS1/APOA1/CYP51A1/CYP27A1/LSS/IDI1/ABCG1/SNCA/SREBF2/DKK3/QDPR/P2RY6/MAPK1/PCK1/PCBD1/BMP2/GNAI1/DAB2/CYP24A1/FGF1/DHCR24/LIPA/PTAFR/DHFR/QKI/REST/PLCG2/ABCA2/BMP6/ITPKB/CLCN2/PLEK/BMP5",39
"GO:0003181","GO:0003181","atrioventricular valve morphogenesis","12/2655","27/18860",0.444444444444444,3.15714584641138,4.54013444127021,0.000130701209479944,0.00203029096831251,0.00148234929311246,"SOX4/BMPR2/TGFBR2/BMP2/SLIT3/TBX5/HEYL/OLFM1/HEY2/TWIST1/ZFPM1/DCHS1",12
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","42/2655","169/18860",0.248520710059172,1.76538628689867,4.0455245008899,0.000131407812763907,0.00203616405877674,0.00148663733440009,"TPX2/KANK3/SPTBN1/S1PR1/SLIT2/CDH5/CGNL1/TWF1/ADD1/SHANK3/INPP5K/DLC1/RHPN2/MYADM/SPTAN1/LDLR/SSH2/WDR47/MID1IP1/LMOD1/CKAP2/PIK3R1/TMOD2/APC/PLEKHH2/SNCA/GMFG/CLASP2/KANK2/FKBP4/TUBB4A/VIL1/FGF13/PFDN4/RAB40B/MAP1B/PHLDB2/CLIP3/CORO2B/MAP2/MAP6D1/CTNNA2",42
"GO:0046849","GO:0046849","bone remodeling","26/2655","88/18860",0.295454545454545,2.09878445471666,4.18182298266152,0.000132303024556274,0.00203983618457658,0.00148931841468295,"MDK/S1PR1/ADRB2/HERC1/PTK2B/PTH1R/CTHRC1/MITF/LGR4/IL6/P2RX7/UBASH3B/PDK4/SPP1/ACP5/RASSF2/TMEM119/TNFAIP3/SNX10/ADAM8/LEPR/PRKCA/CLDN18/RAC2/SFRP1/GREM1",26
"GO:0120193","GO:0120193","tight junction organization","26/2655","88/18860",0.295454545454545,2.09878445471666,4.18182298266152,0.000132303024556274,0.00203983618457658,0.00148931841468295,"CDH5/ECT2/CLDN6/RAMP2/CLDN3/PECAM1/ESAM/ACVRL1/SVEP1/CLDN9/PRKCH/EPHB2/APC/CLDN16/CLDN5/MPDZ/IL1B/LSR/MARVELD3/CLDN11/CLDN4/CLDN23/CLDN18/WNT11/CLDN10/POF1B",26
"GO:0061180","GO:0061180","mammary gland epithelium development","23/2655","74/18860",0.310810810810811,2.20786888583499,4.21391305198157,0.000136980469449053,0.00210671203385914,0.00153814558746632,"CDKN2A/FOXF1/IQGAP3/TBX3/JAK2/TFAP2C/SCRIB/ESR1/ZNF703/MAPK1/RTN4/SMO/PHB2/LBH/BTRC/CEBPB/SOSTDC1/WNT2/PERP/HOXA5/FGF2/MSX1/ELF5",23
"GO:0035023","GO:0035023","regulation of Rho protein signal transduction","27/2655","93/18860",0.290322580645161,2.06232914160744,4.15690613164929,0.000137412307753519,0.00210812248380276,0.00153917538049083,"TEK/STARD13/HEG1/DOCK9/STARD8/DLC1/FLCN/APOA1/RASIP1/GPR4/EPS8L1/LPAR2/ARHGAP30/ARHGEF10/KANK2/ARRB1/AKAP13/MIR223/DOCK11/NET1/TAGAP/DOCK8/DOCK10/ARHGEF16/F2RL1/MCF2L/SEMA4D",27
"GO:0003171","GO:0003171","atrioventricular valve development","13/2655","31/18860",0.419354838709677,2.97891987121074,4.46336603197472,0.000141889977568211,0.00217144217522907,0.00158540614312083,"SOX4/BMPR2/TGFBR2/BMP2/SLIT3/TBX5/GJA5/HEYL/OLFM1/HEY2/TWIST1/ZFPM1/DCHS1",13
"GO:0043129","GO:0043129","surfactant homeostasis","10/2655","20/18860",0.5,3.55178907721281,4.6215366133658,0.000143343086238091,0.00218129933637783,0.00159260302085364,"ABCA3/EPAS1/SFTPD/NKIRAS1/RCN3/KDR/OAS1/CTSH/BPIFA1/NAPSA",10
"GO:0035633","GO:0035633","maintenance of blood-brain barrier","15/2655","39/18860",0.384615384615385,2.73214544400985,4.38290832966051,0.000143589888551493,0.00218129933637783,0.00159260302085364,"CDH5/CLDN3/PECAM1/MBP/ESAM/ZEB2/ANGPT1/SLC1A1/LAMA2/CLDN5/MFSD2A/JAM3/LSR/IL6/JAM2",15
"GO:0150146","GO:0150146","cell junction disassembly","15/2655","39/18860",0.384615384615385,2.73214544400985,4.38290832966051,0.000143589888551493,0.00218129933637783,0.00159260302085364,"IQSEC1/DUSP3/MAPRE2/PIK3R1/CX3CL1/PRICKLE1/IL1B/PLXNC1/VANGL2/ITGAM/CX3CR1/C1QA/EPHA4/C1QB/NGEF",15
"GO:0050764","GO:0050764","regulation of phagocytosis","30/2655","108/18860",0.277777777777778,1.97321615400711,4.10548495402429,0.000145371906660635,0.00219936382709288,0.00160579220676828,"FCN3/SIRPB1/SIRPA/CFP/DYSF/FGR/APOA1/SFTPD/FCN1/TUB/CD300LF/GATA2/CD36/HCK/FPR2/ANO6/BTK/DOCK2/NCKAP1L/MYO18A/ALOX15/PTPRC/SYT11/F2RL1/SLC11A1/PLCG2/CAMK1D/TLR2/COLEC11/TGM2",30
"GO:0010765","GO:0010765","positive regulation of sodium ion transport","14/2655","35/18860",0.4,2.84143126177024,4.41356083231421,0.000145602023494071,0.00219936382709288,0.00160579220676828,"ANK3/PKP2/SCN2B/SCN1B/SCN4B/GPD1L/FGF13/CNTN1/FXYD6/FXYD1/ATP1B2/TESC/FXYD4/FXYD7",14
"GO:0044092","GO:0044092","negative regulation of molecular function","69/2655","319/18860",0.216300940438871,1.53651063528328,3.91177777859472,0.000145843583887573,0.00219936382709288,0.00160579220676828,"ADARB1/CDKN2A/MAD2L1/AURKA/HEG1/RAMP3/CALM1/CNRIP1/HMGA2/CYLD/ANK3/TNNI3/RCC2/DUSP7/E2F1/DDX11/PPIA/RASIP1/TFAP4/PTPN1/GAPDH/APC/EDNRB/TARBP2/BANF1/LRRK2/MT3/ESR1/RPS7/CALM3/ARRB1/DNAJB2/ZNF593/NT5DC2/SMO/PHB2/FBXO5/MAD2L2/CPNE1/LRCH1/ZFP36/LATS2/GPR35/YWHAG/EPM2A/TCEAL7/PXK/MAP3K10/DEPTOR/PTPRC/TP53/CARD16/NFKBIA/DUSP1/HEYL/CMKLR1/CDKN1A/TIMP1/LEF1/AIM2/PKIA/GABBR2/NES/ITGA4/CEACAM1/CCR2/PTK6/PLN/GPRC5A",69
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","58/2655","257/18860",0.22568093385214,1.60314215158243,3.94059520755913,0.000147376705354555,0.00221708936841634,0.0016187339200798,"PDE2A/CD101/PDE1B/PAFAH1B1/OSCAR/IL33/CBFA2T3/PIK3R1/TGFBR2/FBXW7/MITF/CSF3/PPP3CA/PIAS3/HSF1/TLR4/MIR223/GATA2/IL1RL1/NEDD9/SOCS1/BMP2/IL34/IRF7/SPI1/UBASH3B/INHA/FOS/LILRB3/FASN/EVI2B/RASSF2/QKI/F2RL1/CEBPB/UCP2/SNX10/CD4/PPARG/SLC9B2/LEF1/ZFPM1/PRKCA/TYROBP/CCR1/ITGB8/HCLS1/TLR2/MMP9/CLDN18/TESC/FSTL3/SFRP1/CEACAM1/UBD/GPC3/MT1G/TF",58
"GO:0002181","GO:0002181","cytoplasmic translation","49/2655","208/18860",0.235576923076923,1.67343908445603,3.95306865793752,0.000158495588023099,0.00237327304371485,0.00173276622593539,"RPS10/PAIP1/RPL22L1/RPL39/CPEB2/RPL26L1/PABPC1/RPL37A/RPS27A/RHEB/RPL18A/RPS2/RPL41/RPS7/RPS28/RPS26/RPL28/RPL23A/RPL38/RPL6/RPLP0/RPS3/YWHAG/RPS5/RPL35/RPL37/RPS21/RPL30/RPL35A/RPS29/RPS4X/RPS8/RPS15/RPL29/CPEB4/RPL32/RPL13/RPL27/RPL10A/RPS16/RPL24/RPLP1/RPS20/RPS27/RPL36/RPL27A/YBX1/RPS18/RPS25",49
"GO:0030193","GO:0030193","regulation of blood coagulation","22/2655","70/18860",0.314285714285714,2.23255313424805,4.1817527928853,0.000158524530509511,0.00237327304371485,0.00173276622593539,"CAV1/THBD/ANGPT1/PDGFB/EPHB2/SH2B3/CD36/CPB2/ANO6/UBASH3B/EDN1/F2RL1/PROS1/PLAT/EMILIN2/PLAU/THBS1/ADTRP/FGB/CEACAM1/FOXA2/APOH",22
"GO:0043087","GO:0043087","regulation of GTPase activity","36/2655","139/18860",0.258992805755396,1.83977563711742,4.02228857005048,0.000160621314774697,0.00239886966017727,0.00175145474246397,"RASGRP2/EZH2/ECT2/RAPGEF2/ARHGAP44/DOCK9/RCC2/RASIP1/ARHGAP11A/PROM2/SCRIB/LRRK2/FGD5/ABR/FGD3/DOCK11/TBC1D7/LRCH1/RGS10/EPHB3/NET1/AGRN/DOCK8/FGD2/DOCK10/ARHGEF16/F2RL1/RASGRP1/EVI5L/TBC1D2/ADAP1/EPHA4/NTRK2/NGEF/TGM2/SEMA4D",36
"GO:0001658","GO:0001658","branching involved in ureteric bud morphogenesis","20/2655","61/18860",0.327868852459016,2.32904201784446,4.20826742423677,0.000163462651468505,0.00242883384451073,0.00177333209312879,"PAX8/SIX4/HOXB7/WT1/LGR4/TCF21/SIX1/SMO/NPNT/WNT6/BMP2/LHX1/AGTR2/LAMA5/FGF1/SIX2/DCHS1/FGF2/GPC3/GREM1",20
"GO:0090497","GO:0090497","mesenchymal cell migration","20/2655","61/18860",0.327868852459016,2.32904201784446,4.20826742423677,0.000163462651468505,0.00242883384451073,0.00177333209312879,"SEMA3G/ZEB2/SEMA6B/SEMA5A/SEMA5B/EDNRB/NRTN/SMO/SEMA4B/OVOL2/EDNRA/LAMA5/TPBG/EDN1/RADIL/SEMA6A/TWIST1/BMP7/SEMA3A/SEMA4D",20
